bitrate,vmaf,ssim,psnr,
836.999,93.097607,0.980817,30.930561
800.305,95.401747,0.988482,36.404445
1311.185,84.01984,0.959711,27.819195
1295.005,98.671925,0.989809,43.206446
1526.216,99.675929,0.978839,38.78992
708.027,95.849469,0.987435,34.994394
611.527,98.139231,0.982228,35.304688
1719.816,99.973377,0.985236,42.800795
1596.835,99.103842,0.976584,40.572075
1679.715,99.493216,0.983436,40.779082
1305.043,99.880429,0.983362,39.731198
1751.219,99.159713,0.967797,34.794815
1790.218,99.748552,0.973137,37.373303
1663.618,99.887549,0.982537,41.735811
638.409,91.874012,0.971584,29.475845
796.365,99.999999,0.989601,43.836021
1395.442,99.999711,0.993386,47.409173
1566.946,99.952466,0.987171,42.398934
1707.839,99.747591,0.986986,42.066644
1392.76,99.902989,0.991402,44.453404
705.662,95.766445,0.981805,36.577758
476.732,96.457263,0.971887,36.76617
1666.314,98.346198,0.971256,37.098382
1193.262,92.186162,0.968376,29.485387
1786.36,99.7377,0.981757,40.31343
587.777,85.215544,0.984125,34.381241
692.613,100.0,0.992537,42.764112
1751.703,97.708023,0.949983,31.921818
1432.837,68.089613,0.837068,21.873715
1375.148,99.94465,0.989107,46.6745
1509.479,99.018368,0.972767,38.146421
1539.999,99.999113,0.985763,41.454138
915.875,97.552759,0.979031,33.838348
925.273,73.437226,0.920052,28.881719
1085.97,99.999884,0.992402,44.642481
1792.644,99.036484,0.982388,41.34534
1784.822,57.074559,0.920906,26.731611
1565.695,96.612185,0.94416,34.601748
1416.334,100.0,0.989678,44.385455
840.555,99.803656,0.983884,41.900225
