bitrate,vmaf,ssim,psnr,
1520.084,99.746544,0.989505,43.571813
1684.924,99.828351,0.982682,41.756709
2104.384,99.969302,0.977135,43.256163
725.869,99.998803,0.989436,44.292523
487.78,99.990943,0.987317,46.066436
2877.667,99.971687,0.985521,42.190429
2127.597,91.215903,0.962493,27.61703
1730.96,100.0,0.989423,44.744399
1878.824,97.58825,0.98011,34.272595
1290.47,77.888248,0.957198,31.013714
1126.775,99.958978,0.989906,46.923207
2240.649,99.987059,0.985674,45.531669
1407.827,99.749839,0.985616,45.743583
1467.196,99.948554,0.99275,47.581756
5703.262,99.997738,0.979976,36.678676
1342.954,99.981123,0.986224,46.279734
772.344,99.993658,0.97834,43.906319
2335.355,85.766444,0.949239,25.598397
1824.617,99.992452,0.982445,39.961466
2394.678,99.760619,0.988283,44.436888
3025.375,99.992667,0.991534,45.923351
561.711,94.570986,0.964602,25.947158
2575.389,84.389377,0.951017,25.615148
1337.989,95.899233,0.975625,28.711124
1173.154,99.418029,0.98272,45.135588
2261.655,89.095843,0.954714,26.443628
1741.383,99.996761,0.980476,42.694041
1670.281,99.934285,0.985713,42.694872
699.968,99.994882,0.98733,45.203834
1841.658,94.122696,0.970931,29.471999
1854.585,99.95567,0.987697,44.356872
1243.728,96.507185,0.980655,34.928885
1729.96,99.577611,0.983238,45.337937
1069.933,78.282819,0.953356,28.271731
1559.219,99.993122,0.983967,43.60748
1669.053,99.805502,0.983662,44.94336
1810.347,91.727102,0.967292,28.338653
1583.676,99.997321,0.990297,45.068664
718.32,99.996415,0.992563,48.109987
1389.108,96.719625,0.975102,30.961386
1944.424,91.473601,0.968175,28.536182
1454.825,99.991406,0.990373,44.749789
2046.337,99.980299,0.980929,41.081386
1024.488,99.880119,0.983793,43.319496
1808.934,92.4855,0.969986,29.421976
1595.049,99.917224,0.982235,43.596252
1904.386,99.994969,0.985237,43.019022
1066.578,99.944103,0.98379,43.175964
2589.433,99.983848,0.981751,43.01843
1944.719,91.945329,0.969993,28.750134
4348.706,99.88719,0.980848,36.826397
1099.337,100.0,0.991326,45.808501
1364.086,92.81223,0.975147,31.895475
3017.078,99.997604,0.978762,39.239596
4339.422,99.996935,0.980338,42.236473
2135.893,72.991356,0.92985,28.819397
1414.448,99.972206,0.989007,46.019414
1898.35,92.782816,0.97058,29.770843
1751.077,100.0,0.985212,43.408058
397.103,95.368126,0.982421,26.894666
1756.351,99.996295,0.983446,42.555918
1342.62,86.305068,0.942819,24.105728
1905.934,92.647273,0.968767,29.660124
3767.691,99.999498,0.97712,39.84131
2455.056,99.996931,0.992518,47.410895
2111.31,88.496,0.951822,26.184207
2611.692,99.960945,0.982295,43.410044
2107.19,92.483518,0.967269,27.752066
1467.026,99.791045,0.987415,46.240476
3002.89,30.907487,0.849154,22.364321
2220.859,99.862912,0.980953,41.457011
1202.197,94.308118,0.968616,29.789026
861.385,99.993118,0.988213,44.481195
1020.977,83.585614,0.956191,29.384694
1132.667,99.365353,0.98487,45.92743
1390.381,92.430723,0.983081,32.130602
1388.196,98.062564,0.979932,45.327739
2452.658,99.977314,0.981288,39.251676
2423.491,81.283667,0.954357,28.852166
847.228,97.426012,0.980559,40.312753
1654.819,99.810439,0.985918,45.21262
2495.119,99.832276,0.986552,43.080166
5106.172,99.733243,0.980027,37.704515
3217.65,99.808955,0.977733,37.023184
2365.534,99.716364,0.981042,43.511722
1396.529,99.959785,0.986557,45.496644
1179.151,99.92731,0.988358,42.691052
1628.773,99.993414,0.986111,44.960626
438.086,95.180985,0.979525,28.88014
3358.484,100.0,0.988706,42.888123
1717.393,99.982166,0.982318,43.793656
1655.662,99.990271,0.984353,43.838669
1757.384,99.9958,0.983009,41.887388
890.623,99.580616,0.984546,42.921493
2408.166,100.0,0.983011,42.123766
1837.24,99.988604,0.983698,43.00635
1453.887,99.991799,0.980946,41.527877
665.007,99.904312,0.988378,45.895774
2461.609,99.968264,0.981748,44.180205
1438.832,99.822555,0.989241,45.069793
1154.989,99.981319,0.988379,44.993974
1655.201,99.848327,0.983851,44.076165
1616.159,98.578516,0.984345,45.585993
1291.891,99.98141,0.985238,42.978024
1726.384,94.446727,0.957412,32.19459
779.175,100.0,0.992632,47.574598
2162.108,99.974831,0.983763,44.03927
2811.659,99.501838,0.980646,37.260668
1934.922,99.990568,0.983496,42.835462
1989.536,99.965667,0.985039,44.929091
1996.909,99.975942,0.986359,45.424398
1935.967,99.797372,0.984227,43.647427
2790.506,99.989099,0.981726,42.394104
1642.977,99.985168,0.986398,44.908436
1441.232,98.449078,0.981151,45.58302
1614.138,99.979002,0.983391,42.521302
588.316,94.538035,0.982792,29.474491
1065.302,95.125186,0.976134,35.359769
2109.496,99.986836,0.985742,45.103444
1236.026,99.996396,0.984917,42.573852
1573.986,99.985695,0.986995,45.415646
2203.781,99.758597,0.984096,37.13764
1405.592,88.047902,0.954308,29.533736
1578.455,99.889617,0.989041,45.959666
1334.445,89.230581,0.961882,25.907021
4926.958,99.967386,0.977001,40.477693
1952.22,90.920185,0.979227,32.402953
3003.012,30.905642,0.849162,22.364365
412.889,95.082231,0.99019,35.080855
2183.132,99.946679,0.98636,43.604159
532.984,90.15289,0.976349,36.415397
570.847,95.061642,0.972088,28.342999
2047.52,99.984008,0.979647,40.750085
3003.012,30.905642,0.849162,22.364365
2613.221,99.74289,0.984989,45.226437
1176.617,99.999926,0.988224,45.497572
1233.837,99.997163,0.987093,45.466575
732.774,99.999842,0.991533,45.604834
1663.997,99.989396,0.986979,45.132812
1700.318,99.22248,0.9739,42.300049
1327.25,99.99275,0.988561,44.627672
2011.626,99.976644,0.983675,43.983066
1980.408,99.986707,0.981476,40.711626
2453.498,99.997646,0.992513,47.405161
